nose_X,nose_Y,left_eye_X,left_eye_Y,right_eye_X,right_eye_Y,left_ear_X,left_ear_Y,right_ear_X,right_ear_Y,left_shoulder_X,left_shoulder_Y,right_shoulder_X,right_shoulder_Y,left_elbow_X,left_elbow_Y,right_elbow_X,right_elbow_Y,left_wrist_X,left_wrist_Y,right_wrist_X,right_wrist_Y,left_hip_X,left_hip_Y,right_hip_X,right_hip_Y,left_knee_X,left_knee_Y,right_knee_X,right_knee_Y,left_ankle_X,left_ankle_Y,right_ankle_X,right_ankle_Y,targetPose
0.5843406319618225,0.24353660782799125,0.567715585231781,0.22818363504484296,0.5516819357872009,0.22761346132028848,0.496570885181427,0.2445059916935861,0.4697745442390442,0.24773013265803456,0.565200924873352,0.3574177920818329,0.4137251079082489,0.3296911269426346,0.658288836479187,0.4599766135215759,0.578021764755249,0.43386346474289894,0.782033383846283,0.4017097298055887,0.7685009241104126,0.3822545614093542,0.43974170088768005,0.5767869837582111,0.3257075250148773,0.5741447396576405,0.4809422791004181,0.7499003745615482,0.3667061924934387,0.7644338570535183,0.4773517847061157,0.7789621092379093,0.3603801429271698,0.790255717933178,correctUp
0.5811112040671007,0.24245542275132898,0.5689973304138181,0.2275319016162435,0.5471663566651643,0.227423620448123,0.5146391432443796,0.240879633461821,0.46962976523193256,0.24565157853559463,0.5610721706125049,0.3468227364793942,0.41986727871400303,0.321552511418414,0.6501062085856915,0.4545482238803359,0.5734541701481548,0.43612391237543124,0.7838655943951084,0.4038841487525039,0.7627661722470921,0.3839787127872125,0.44001287928865007,0.575835051857548,0.3236016136628761,0.5737996209740239,0.4852702033397452,0.7349130847920614,0.36805110342130354,0.7595074505720667,0.4874501241964128,0.8705935245021196,0.36058324329389674,0.930850520978589,correctUp
0.5844299088072845,0.23893267633970813,0.5602223009821274,0.2264613877865248,0.5464718710215789,0.22670851925666666,0.5035097596283051,0.24282926902704954,0.46977647592138166,0.24617747292962902,0.5621479342603488,0.34348563634687174,0.41933363040059723,0.32478288967239183,0.638124030918369,0.45215736955398605,0.5743698792275114,0.4336230115409918,0.7921074587931378,0.41308837628722334,0.767005233956973,0.38417582376905324,0.4409476220277083,0.5773287605018556,0.32746377557264567,0.5760181489384976,0.4786057703049196,0.7379657702113518,0.37271761902493317,0.7629107918253217,0.4867620849191096,0.8670815076912051,0.3616825718025711,0.9330549352365517,correctUp
0.5854091342305876,0.23935100421342498,0.5671057614040503,0.2263196953590289,0.5453568085048522,0.22744050637803498,0.5227944435753978,0.24115064659105964,0.47066005605554273,0.24739954532837846,0.5641803752296106,0.3424134359287637,0.4161416098915426,0.324153127307028,0.6483293800998039,0.45421091646083883,0.575590205554327,0.43477844606884203,0.7950654956534743,0.4051173664034984,0.7703239084559066,0.38362382162697933,0.4424021991827626,0.5779749804443958,0.32356893828273453,0.5765681018574583,0.4782988895151187,0.7383627142507015,0.3716617990832471,0.7616633119039556,0.4840200640391598,0.8697711113963246,0.36045636201928966,0.9317830887740318,correctUp
0.5846711615472886,0.23898699431566872,0.5668333058360636,0.22583104027261802,0.5447177841698578,0.22705116965744374,0.5215884160766479,0.24108938680536487,0.4701753986575059,0.24744642353465707,0.5643866958778545,0.3424902547075136,0.41800731497338367,0.3235436833047309,0.6430570569772637,0.4530642813471029,0.5779648658775621,0.4353351983928489,0.7968804851400613,0.40478047047838017,0.7740343162495057,0.38333313856002693,0.4410626318676935,0.5789383383273815,0.32535113882026967,0.5770868347584022,0.4782770844082942,0.7394408064423391,0.3713256738517786,0.7635518740936805,0.4829434047702612,0.8708124755080786,0.3589200743797382,0.9346371428210033,correctUp
0.5854592097672678,0.2391258143334998,0.5652171418009917,0.22611578058479048,0.5464985833353588,0.2268406083398945,0.51597951908069,0.24223362017034158,0.4703948472350506,0.247751384372729,0.5615913012428906,0.3425524842321617,0.41812356517298466,0.3221804264259649,0.6490207110995417,0.4559781494019816,0.5795717798096962,0.43538621215080187,0.7940215097846355,0.40387546143163233,0.772475012263414,0.3830912957346799,0.44197603460277934,0.5779046226804193,0.3240499142396153,0.5762044202257974,0.48433369396493425,0.7357516344889687,0.3735373575847003,0.7612414374092612,0.48297266304384606,0.8727871047094068,0.3584110649469219,0.9352671081274617,correctUp
0.5810922752926458,0.2404448519660688,0.5624065072079134,0.2268828851089412,0.5495057764137949,0.227003505938303,0.5093299764076682,0.2421821498773613,0.47071341340223355,0.24670523677153713,0.5615288399620585,0.34729991148258554,0.41883103943762884,0.32134387900726835,0.661003365423195,0.46118885990025693,0.5746275635158069,0.4341536424927677,0.797385976950723,0.40376079792506847,0.7710646160491027,0.38222750201000744,0.4419800733972596,0.5805519495506614,0.3265346296516691,0.5765852607078473,0.4851035020332829,0.7374141637247679,0.37401717764800685,0.7636569455284868,0.4836663163045992,0.8749318688771294,0.3575445835997056,0.9364026583338307,correctUp
0.5804764109301154,0.23951644398351438,0.5619273972529664,0.22670724494028557,0.5486220435789252,0.22677038806777172,0.510315689656487,0.24237292658124626,0.4712174335088053,0.24740045875794678,0.5649610196903083,0.3443702521571911,0.4148342183418886,0.3235504702576493,0.6562425646824241,0.45725803954686023,0.5775559587597419,0.43400536152254415,0.7965068591948835,0.4001842700334097,0.7680440742612717,0.38253116565496753,0.4419113826191892,0.580797151862091,0.3296363459228283,0.5785562310863052,0.48122462627888163,0.7354148581864562,0.37308769823232374,0.763244511121948,0.47868857863386366,0.8696869820224605,0.35576339357697123,0.9324520030544073,correctUp
0.5863993341200806,0.23858523965863856,0.5620612722014401,0.22584814531554984,0.5497480435758509,0.22596783630057765,0.5030923893955267,0.24337541417991823,0.47109310030984913,0.2469953364148049,0.558335003765979,0.3411676433431252,0.41791555654419205,0.3228245194059721,0.6623971053756007,0.4591460852677918,0.5760993633506867,0.42987554501934877,0.7965922683351265,0.40328951591045253,0.7563168158406123,0.3829597202581138,0.4416164264154738,0.5816751691134886,0.3276476604095899,0.5795475384144158,0.4838099803517958,0.733673822011085,0.371364281040834,0.763519837967587,0.47661762017692033,0.8687468440368252,0.354389433240185,0.9324406589095772,correctUp
0.5814190941076643,0.23931310591860402,0.5613565987440338,0.22596151285360772,0.5512191126619845,0.22604773029597383,0.50921361805845,0.2426234868713136,0.4732202777560168,0.247074703769154,0.5547751054007498,0.33891988708011767,0.4187611010303852,0.32325536722132303,0.6469151076493799,0.4518240610753787,0.5750363331759979,0.42955913387722805,0.7940539922042933,0.40156654045183654,0.7556382877868901,0.3844214991655407,0.44104070203294665,0.5809790228025343,0.32851846090121,0.5804263198001587,0.4827959531262092,0.7344768895833471,0.3714478964963884,0.7642512302628776,0.4773290727249767,0.8696878109257139,0.3565527162788406,0.9335413633989765,correctUp
